job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI08137,data engineer,47095,USD,EN,FL,Australia,S,Australia,50,"Spark, Linux, Statistics, Scala, PyTorch",PhD,1,real estate,2024-09-06,2024-10-28,2446,7.5,Digital Transformation Llc
AI08138,ai consultant,100060,EUR,MI,CT,Germany,M,Germany,50,"Hadoop, SQL, Tableau, Kubernetes, AWS",Master,3,healthcare,2024-03-30,2024-05-03,1426,9.1,Predictive Systems
AI08139,robotics engineer,223261,EUR,EX,FL,France,L,France,0,"TensorFlow, Statistics, Python, NLP",Associate,13,media,2024-07-16,2024-08-27,984,7.3,Digital Transformation Llc
AI08140,deep learning engineer,74942,USD,EN,PT,Sweden,L,Switzerland,50,"Git, AWS, Mathematics",PhD,0,healthcare,2024-06-11,2024-07-16,1718,7.8,Machine Intelligence Group
AI08141,head of ai,163845,USD,SE,PT,United States,M,Singapore,0,"MLOps, Computer Vision, Java, Python, TensorFlow",Master,5,healthcare,2025-01-31,2025-04-08,619,8.6,Autonomous Tech
AI08142,head of ai,333453,USD,EX,FL,United States,L,South Korea,100,"Spark, GCP, SQL, R, Data Visualization",Master,16,retail,2024-01-23,2024-04-04,1336,6.5,Machine Intelligence Group
AI08143,data engineer,160596,EUR,EX,FL,France,S,Denmark,50,"R, Python, Data Visualization, Deep Learning, Linux",Associate,12,government,2024-09-12,2024-10-18,1995,5.4,Datavision Ltd
AI08144,data engineer,108792,USD,EN,FT,United States,L,United States,50,"Python, Spark, Linux",PhD,1,energy,2024-01-17,2024-03-28,998,6.5,Deeptech Ventures
AI08145,robotics engineer,219984,USD,SE,FT,Denmark,L,Canada,100,"PyTorch, Java, Statistics, TensorFlow",Bachelor,5,consulting,2025-02-13,2025-03-08,500,6.0,Cloud Ai Solutions
AI08146,research scientist,72150,EUR,EN,FL,Germany,S,Germany,50,"Azure, Git, Python, MLOps",Associate,0,finance,2024-05-30,2024-07-23,1875,5.7,Smart Analytics
AI08147,deep learning engineer,178649,USD,EX,CT,Canada,S,Canada,100,"Spark, Scala, SQL, GCP, Azure",Bachelor,15,manufacturing,2024-02-02,2024-04-01,1179,7.9,Machine Intelligence Group
AI08148,ai software engineer,63856,USD,EN,CT,South Korea,L,South Korea,50,"Deep Learning, PyTorch, NLP, TensorFlow, Docker",Master,1,manufacturing,2024-06-24,2024-09-03,1418,7.4,Digital Transformation Llc
AI08149,principal data scientist,211993,EUR,EX,PT,Germany,S,Germany,100,"GCP, Python, Data Visualization, TensorFlow, Deep Learning",Associate,10,government,2024-03-09,2024-04-15,2345,8.0,Ai Innovations
AI08150,data engineer,129688,USD,SE,FT,Singapore,M,Israel,0,"Python, Kubernetes, AWS",Bachelor,9,transportation,2024-12-18,2025-01-08,1725,8.3,Autonomous Tech
AI08151,data analyst,49564,USD,EN,FT,Finland,S,Finland,0,"PyTorch, SQL, Kubernetes",PhD,1,energy,2024-09-22,2024-11-07,839,6.4,Cloud Ai Solutions
AI08152,ai architect,73305,USD,SE,FT,China,S,United States,0,"R, Python, AWS, Statistics",Master,8,consulting,2024-11-24,2024-12-31,1678,8.3,Cloud Ai Solutions
AI08153,ai research scientist,197195,USD,SE,PT,Denmark,L,Denmark,100,"Python, Computer Vision, Hadoop, TensorFlow",Master,6,gaming,2024-09-22,2024-11-29,1269,8.3,Cognitive Computing
AI08154,ai architect,98483,USD,SE,FL,South Korea,M,South Korea,50,"Statistics, GCP, MLOps, Scala, Java",Master,9,transportation,2024-04-21,2024-05-26,973,8.1,Cognitive Computing
AI08155,autonomous systems engineer,155083,EUR,SE,CT,France,L,Austria,50,"GCP, Kubernetes, TensorFlow, Java, Python",PhD,7,consulting,2024-05-14,2024-07-24,1438,8.9,Cognitive Computing
AI08156,data analyst,38334,USD,EN,PT,India,S,India,0,"Git, Python, NLP, Linux, Computer Vision",Master,0,government,2024-01-31,2024-02-15,708,9.6,Datavision Ltd
AI08157,ai architect,106780,USD,EX,CT,Finland,S,Finland,100,"NLP, Computer Vision, Git",Bachelor,18,healthcare,2024-07-25,2024-08-17,1075,8.2,Digital Transformation Llc
AI08158,ai product manager,75692,USD,MI,FT,India,M,Denmark,0,"Scala, GCP, AWS",Bachelor,4,media,2025-02-21,2025-04-16,1821,8.3,Neural Networks Co
AI08159,research scientist,196977,USD,SE,PT,United States,L,United States,50,"SQL, PyTorch, Mathematics",Master,6,finance,2024-03-26,2024-04-30,2232,9.2,Smart Analytics
AI08160,data scientist,65827,USD,SE,CT,India,S,India,100,"Tableau, GCP, AWS",Bachelor,6,retail,2024-03-14,2024-03-30,1519,10.0,Deeptech Ventures
AI08161,ai research scientist,56088,USD,EN,PT,Israel,M,France,50,"Python, Mathematics, Hadoop",PhD,0,real estate,2024-05-16,2024-05-31,1476,8.0,Deeptech Ventures
AI08162,autonomous systems engineer,160895,USD,EX,CT,India,S,China,0,"Kubernetes, Tableau, Spark",Associate,13,telecommunications,2025-04-08,2025-05-14,1372,9.5,Smart Analytics
AI08163,head of ai,227907,USD,EX,CT,Denmark,S,Singapore,0,"AWS, Scala, R, SQL",Master,19,gaming,2024-03-16,2024-04-27,1557,9.5,Advanced Robotics
AI08164,deep learning engineer,80671,EUR,EN,FL,France,L,France,50,"Kubernetes, Scala, Azure",Associate,1,retail,2024-01-20,2024-02-21,2006,7.2,Smart Analytics
AI08165,robotics engineer,119418,EUR,MI,CT,France,L,Japan,50,"PyTorch, Tableau, Kubernetes",PhD,4,finance,2024-12-27,2025-02-24,1448,6.7,Neural Networks Co
AI08166,research scientist,72424,EUR,MI,FT,France,M,France,0,"Data Visualization, Java, R, Mathematics, Azure",Bachelor,3,consulting,2024-05-10,2024-06-14,922,6.7,Datavision Ltd
AI08167,nlp engineer,94867,USD,EN,CT,Norway,M,Australia,100,"Scala, Statistics, PyTorch",Master,0,transportation,2024-09-25,2024-11-08,1681,5.2,Machine Intelligence Group
AI08168,principal data scientist,48270,USD,MI,CT,India,S,India,100,"Git, NLP, R, Statistics, Deep Learning",Associate,2,retail,2025-04-21,2025-05-15,1274,8.9,Ai Innovations
AI08169,robotics engineer,116052,USD,SE,FL,Austria,L,Israel,50,"TensorFlow, Computer Vision, GCP, MLOps",Master,8,technology,2024-10-06,2024-11-02,503,5.6,Predictive Systems
AI08170,nlp engineer,131409,USD,MI,FL,Denmark,L,Denmark,0,"PyTorch, SQL, Git",Bachelor,3,consulting,2025-02-08,2025-03-15,866,8.7,Algorithmic Solutions
AI08171,data scientist,121444,USD,EX,PT,South Korea,L,Switzerland,50,"Java, Python, Linux, Deep Learning",Bachelor,15,government,2024-11-08,2024-12-30,1332,6.3,Cloud Ai Solutions
AI08172,ai specialist,119623,USD,SE,FT,South Korea,L,South Korea,100,"Spark, PyTorch, SQL",Master,7,manufacturing,2024-10-30,2024-11-16,1546,7.4,Quantum Computing Inc
AI08173,ai consultant,150955,USD,SE,CT,Switzerland,M,Switzerland,50,"MLOps, PyTorch, R, Hadoop, Git",Master,6,education,2025-02-28,2025-03-22,2229,9.2,Predictive Systems
AI08174,ml ops engineer,78404,USD,SE,CT,Austria,S,Austria,100,"GCP, Hadoop, MLOps, Docker, Spark",Master,9,gaming,2025-04-04,2025-04-25,1505,9.2,Deeptech Ventures
AI08175,autonomous systems engineer,116731,EUR,SE,PT,France,S,France,0,"Kubernetes, AWS, R",PhD,7,manufacturing,2024-11-07,2024-12-05,2391,8.3,Smart Analytics
AI08176,ai consultant,73310,EUR,EN,PT,Netherlands,S,Netherlands,50,"SQL, PyTorch, AWS, Hadoop, GCP",PhD,1,healthcare,2024-12-05,2025-02-05,1457,6.1,Future Systems
AI08177,autonomous systems engineer,85781,USD,MI,FT,United States,M,United States,0,"Python, GCP, R, Mathematics",PhD,2,media,2025-02-06,2025-03-23,1698,7.7,Cloud Ai Solutions
AI08178,machine learning engineer,116489,EUR,SE,CT,Netherlands,S,India,50,"Hadoop, PyTorch, Kubernetes",Associate,8,education,2025-04-01,2025-05-12,2371,6.5,Future Systems
AI08179,ai specialist,172475,USD,SE,FT,Switzerland,M,Switzerland,100,"SQL, Docker, Computer Vision, GCP",Associate,7,technology,2024-02-06,2024-04-01,1003,8.0,Ai Innovations
AI08180,machine learning engineer,167354,GBP,EX,FT,United Kingdom,M,France,0,"SQL, Kubernetes, Statistics, AWS",Bachelor,16,transportation,2024-11-04,2024-12-28,1858,7.1,Smart Analytics
AI08181,ai research scientist,325619,USD,EX,CT,Norway,L,Norway,0,"GCP, Kubernetes, Scala, SQL, AWS",Bachelor,17,finance,2024-03-21,2024-05-02,1978,6.1,Quantum Computing Inc
AI08182,ai product manager,59214,EUR,EN,FL,Netherlands,S,Netherlands,50,"Docker, Scala, Hadoop, Tableau",PhD,1,telecommunications,2025-03-31,2025-05-12,1118,8.1,Predictive Systems
AI08183,computer vision engineer,56795,USD,EN,FL,South Korea,M,South Korea,50,"Git, Linux, TensorFlow, Deep Learning",Master,1,media,2025-04-21,2025-06-18,1116,6.6,Cloud Ai Solutions
AI08184,principal data scientist,49748,USD,EN,PT,Australia,S,Australia,0,"R, Deep Learning, Hadoop, Kubernetes",Master,0,gaming,2024-06-03,2024-08-10,2487,7.1,Neural Networks Co
AI08185,ai research scientist,73552,USD,SE,PT,India,M,India,50,"Linux, PyTorch, SQL, Java, AWS",Bachelor,9,real estate,2024-04-23,2024-05-15,693,6.4,Future Systems
AI08186,robotics engineer,85416,USD,EN,CT,Denmark,S,France,50,"GCP, Linux, Python",PhD,0,finance,2025-03-04,2025-03-19,2100,6.3,Cognitive Computing
AI08187,research scientist,130341,USD,EX,PT,Canada,M,Canada,50,"Scala, Statistics, Hadoop, Spark, Git",PhD,12,government,2024-04-24,2024-06-05,710,8.4,Advanced Robotics
AI08188,machine learning researcher,132205,USD,SE,PT,Sweden,S,Sweden,100,"Spark, Java, SQL, Deep Learning, Kubernetes",PhD,5,energy,2024-02-05,2024-02-28,1616,8.5,Deeptech Ventures
AI08189,research scientist,68157,USD,EN,CT,Canada,M,Canada,0,"Scala, TensorFlow, GCP, Data Visualization",Associate,0,automotive,2024-05-12,2024-06-14,1480,6.0,Cognitive Computing
AI08190,data scientist,108088,USD,MI,FT,Sweden,M,Sweden,0,"PyTorch, Spark, Data Visualization, Computer Vision",Master,3,telecommunications,2025-04-11,2025-05-15,1853,7.0,Machine Intelligence Group
AI08191,nlp engineer,48170,USD,EN,FL,Ireland,L,Ireland,50,"Statistics, Java, Tableau, Python",Bachelor,0,media,2025-02-03,2025-04-16,1970,8.5,Datavision Ltd
AI08192,ml ops engineer,289395,USD,EX,FL,Norway,S,Norway,100,"Spark, NLP, Kubernetes, MLOps, AWS",Associate,18,finance,2025-03-14,2025-05-13,853,6.7,Algorithmic Solutions
AI08193,data engineer,65812,USD,MI,CT,India,L,India,50,"Scala, Docker, Git, AWS",Master,3,gaming,2024-12-25,2025-01-17,1508,5.3,Autonomous Tech
AI08194,deep learning engineer,87339,USD,SE,PT,Finland,S,Finland,100,"PyTorch, Scala, Data Visualization, Computer Vision",PhD,6,manufacturing,2024-12-15,2025-01-18,1028,7.8,Techcorp Inc
AI08195,data scientist,96868,USD,EX,PT,South Korea,M,South Korea,0,"Kubernetes, Docker, SQL, Statistics, AWS",PhD,19,automotive,2024-05-08,2024-06-08,591,9.7,Future Systems
AI08196,machine learning engineer,177471,USD,EX,FL,Norway,M,India,100,"PyTorch, Java, TensorFlow",Bachelor,18,retail,2025-02-27,2025-05-10,2396,9.7,Smart Analytics
AI08197,ml ops engineer,70190,EUR,EN,FT,France,L,France,0,"Mathematics, TensorFlow, Hadoop",Bachelor,1,consulting,2024-05-13,2024-06-20,2423,9.4,Neural Networks Co
AI08198,ai specialist,134305,EUR,SE,FT,France,M,France,50,"R, NLP, Hadoop, AWS",Associate,5,media,2024-02-08,2024-03-14,1331,6.7,Machine Intelligence Group
AI08199,nlp engineer,229837,USD,EX,FT,United States,M,United States,0,"Azure, Java, GCP",Bachelor,16,finance,2025-02-13,2025-04-12,1109,6.5,Advanced Robotics
AI08200,ai architect,73110,USD,MI,CT,Finland,M,Finland,0,"R, Git, Linux, SQL",Master,4,transportation,2024-06-29,2024-07-23,807,9.5,Advanced Robotics
AI08201,data engineer,94796,USD,EN,FL,Norway,M,Australia,50,"Git, Java, SQL, TensorFlow",PhD,0,healthcare,2024-10-29,2024-12-15,1390,6.7,Neural Networks Co
AI08202,ai architect,74443,EUR,EN,FL,France,L,France,100,"SQL, Kubernetes, Computer Vision, PyTorch",Associate,1,media,2025-02-14,2025-04-26,1610,8.8,Future Systems
AI08203,ai consultant,198276,USD,EX,FL,Sweden,S,Sweden,100,"Git, Kubernetes, Linux",Bachelor,10,healthcare,2024-05-27,2024-06-29,1800,9.6,Techcorp Inc
AI08204,machine learning engineer,47678,USD,EN,FT,Japan,M,Japan,100,"Kubernetes, AWS, SQL, TensorFlow",Master,0,transportation,2024-02-26,2024-03-12,1911,9.5,Machine Intelligence Group
AI08205,machine learning engineer,127365,EUR,SE,FT,Netherlands,S,Netherlands,100,"PyTorch, Scala, GCP, Azure",PhD,7,real estate,2024-10-12,2024-12-12,1228,7.4,Machine Intelligence Group
AI08206,head of ai,95477,GBP,MI,FT,United Kingdom,S,China,0,"Docker, MLOps, Hadoop",PhD,3,finance,2024-10-05,2024-12-17,1895,7.2,Autonomous Tech
AI08207,principal data scientist,62571,USD,EN,CT,Sweden,M,South Korea,50,"Spark, Hadoop, Data Visualization, Deep Learning, Scala",PhD,1,finance,2024-06-24,2024-08-11,668,7.7,Algorithmic Solutions
AI08208,ai consultant,137124,USD,SE,FL,United States,S,United States,0,"Python, Java, Data Visualization",Master,6,transportation,2024-11-06,2024-12-07,2241,9.7,Deeptech Ventures
AI08209,ai product manager,143850,EUR,SE,PT,Germany,L,United Kingdom,0,"Linux, Azure, Computer Vision",PhD,8,energy,2024-06-18,2024-08-16,932,6.3,Smart Analytics
AI08210,data scientist,63522,USD,MI,FT,Israel,L,Sweden,100,"AWS, NLP, Tableau",PhD,2,real estate,2024-03-27,2024-04-27,1988,6.7,Future Systems
AI08211,machine learning researcher,121033,USD,EX,CT,Israel,M,Israel,100,"SQL, Linux, AWS, PyTorch, Docker",Bachelor,19,healthcare,2024-12-27,2025-02-05,975,6.6,Autonomous Tech
AI08212,ml ops engineer,40055,USD,EN,FT,Austria,M,Austria,50,"Spark, PyTorch, TensorFlow, AWS, SQL",PhD,0,real estate,2025-03-19,2025-04-19,2008,9.9,Ai Innovations
AI08213,head of ai,73393,USD,MI,FL,Japan,M,Japan,50,"GCP, Tableau, Hadoop, Python",Associate,4,gaming,2024-02-04,2024-03-06,1700,6.3,Neural Networks Co
AI08214,machine learning engineer,128763,EUR,MI,PT,Netherlands,L,Israel,50,"Scala, AWS, Computer Vision, MLOps",Master,2,retail,2024-06-01,2024-07-26,1961,7.6,Digital Transformation Llc
AI08215,deep learning engineer,43251,USD,EN,PT,Finland,S,Finland,0,"Java, NLP, PyTorch, Python, Tableau",Bachelor,1,energy,2025-02-04,2025-03-22,2241,7.1,Cloud Ai Solutions
AI08216,computer vision engineer,60069,USD,EN,PT,Canada,L,Canada,0,"Statistics, Hadoop, Java",Associate,1,real estate,2024-04-12,2024-05-07,1815,9.6,Ai Innovations
AI08217,ai specialist,50467,USD,EN,FT,Canada,M,Canada,0,"TensorFlow, SQL, Statistics, Spark, PyTorch",Associate,1,technology,2024-01-29,2024-04-06,969,9.3,Smart Analytics
AI08218,ai specialist,106671,USD,EX,PT,Japan,S,Japan,100,"Tableau, GCP, R, SQL",PhD,11,gaming,2024-09-07,2024-11-04,1254,7.4,Cognitive Computing
AI08219,machine learning researcher,79146,USD,EN,FT,United States,M,United States,50,"GCP, R, Deep Learning",Bachelor,0,technology,2024-09-27,2024-11-03,2442,9.6,Machine Intelligence Group
AI08220,ai architect,106239,USD,EN,FL,Switzerland,L,South Korea,100,"Python, Kubernetes, Azure",PhD,0,transportation,2025-04-25,2025-05-19,1680,5.4,Datavision Ltd
AI08221,data analyst,130430,USD,EX,PT,Japan,M,Netherlands,50,"Computer Vision, Python, GCP, Java, PyTorch",PhD,15,retail,2024-03-27,2024-05-22,863,8.1,Neural Networks Co
AI08222,principal data scientist,192737,USD,EX,PT,Denmark,S,Denmark,50,"R, Kubernetes, Java, PyTorch",Master,13,transportation,2025-02-18,2025-03-20,712,7.0,Neural Networks Co
AI08223,research scientist,203707,USD,EX,FT,Finland,L,Norway,100,"Scala, Python, Git",PhD,19,education,2024-11-19,2025-01-11,1460,6.1,Autonomous Tech
AI08224,ai research scientist,91766,USD,MI,PT,United States,S,United States,0,"SQL, R, AWS, Scala",Bachelor,3,media,2024-10-04,2024-12-12,1285,5.3,Smart Analytics
AI08225,data scientist,113647,USD,SE,FT,Canada,L,Canada,0,"SQL, Python, AWS",Master,9,real estate,2024-01-07,2024-03-13,1357,7.6,Algorithmic Solutions
AI08226,ai consultant,80710,USD,SE,FL,Ireland,S,Sweden,0,"Python, GCP, Computer Vision, Azure",PhD,9,education,2024-04-17,2024-06-02,2202,8.3,Cloud Ai Solutions
AI08227,data engineer,151387,USD,EX,FT,India,L,India,50,"Kubernetes, Mathematics, MLOps, R",Bachelor,16,government,2024-09-26,2024-11-06,506,8.2,Predictive Systems
AI08228,data analyst,89656,USD,MI,PT,Israel,L,Israel,50,"Git, Python, AWS, MLOps",Master,4,gaming,2024-10-25,2025-01-05,691,6.4,Algorithmic Solutions
AI08229,ml ops engineer,53920,USD,EN,CT,India,M,India,100,"TensorFlow, Linux, Hadoop, SQL, Spark",Bachelor,0,technology,2024-09-22,2024-10-15,1661,8.9,Cognitive Computing
AI08230,ai specialist,57577,USD,EN,PT,Japan,L,United Kingdom,0,"AWS, Java, Data Visualization, GCP",Bachelor,0,consulting,2024-06-27,2024-08-25,1781,9.0,Predictive Systems
AI08231,machine learning engineer,109597,USD,SE,FL,Japan,L,United Kingdom,100,"Mathematics, PyTorch, Azure, Hadoop",Master,8,media,2024-01-30,2024-03-02,2194,9.0,Smart Analytics
AI08232,ai product manager,63626,EUR,EN,PT,France,S,France,0,"R, TensorFlow, Python",Associate,1,finance,2024-02-05,2024-04-08,2180,8.6,Ai Innovations
AI08233,autonomous systems engineer,89217,EUR,EN,CT,Netherlands,L,Netherlands,100,"Docker, Git, Statistics, Data Visualization, Kubernetes",Master,0,retail,2024-01-12,2024-03-11,724,5.1,Techcorp Inc
AI08234,research scientist,62960,USD,EN,FL,United States,M,United States,50,"Hadoop, Python, Azure, Computer Vision",Master,0,transportation,2024-05-07,2024-06-15,985,5.4,Smart Analytics
AI08235,autonomous systems engineer,75881,EUR,EN,CT,France,L,India,0,"Computer Vision, Scala, Mathematics, Java",Master,0,automotive,2024-04-03,2024-05-30,672,5.6,Machine Intelligence Group
AI08236,ml ops engineer,127615,USD,EX,CT,Ireland,L,Ireland,0,"Kubernetes, Azure, Tableau, AWS, Scala",Master,12,education,2024-10-11,2024-10-27,1878,7.2,Advanced Robotics
AI08237,robotics engineer,62455,GBP,EN,FL,United Kingdom,L,Norway,100,"PyTorch, Docker, R",Master,0,finance,2024-01-27,2024-02-16,716,9.9,Digital Transformation Llc
AI08238,deep learning engineer,196472,USD,EX,PT,Sweden,L,Sweden,0,"Computer Vision, SQL, Python, AWS",Bachelor,15,healthcare,2024-10-14,2024-11-03,1661,5.6,Deeptech Ventures
AI08239,machine learning engineer,137372,USD,SE,CT,Denmark,M,Denmark,100,"Linux, PyTorch, Java, Azure, TensorFlow",Master,7,manufacturing,2024-08-22,2024-10-11,563,7.4,Ai Innovations
AI08240,ai consultant,115498,USD,SE,PT,South Korea,L,South Korea,100,"Data Visualization, Hadoop, Kubernetes, SQL",Associate,8,manufacturing,2024-05-27,2024-07-23,1408,8.7,Cloud Ai Solutions
AI08241,data analyst,115717,USD,MI,FL,Norway,L,Norway,50,"Git, Python, Computer Vision, GCP, MLOps",Master,4,gaming,2024-07-12,2024-08-23,1877,7.1,Algorithmic Solutions
AI08242,robotics engineer,185997,USD,EX,CT,Sweden,M,Sweden,50,"Azure, Hadoop, PyTorch",PhD,15,education,2024-10-15,2024-12-26,2105,6.9,Cognitive Computing
AI08243,data scientist,159873,USD,SE,FT,Canada,L,Canada,0,"GCP, Python, TensorFlow",PhD,9,finance,2025-01-06,2025-02-12,1265,7.4,Algorithmic Solutions
AI08244,nlp engineer,181476,USD,SE,FT,Norway,M,Netherlands,50,"Linux, Spark, NLP, MLOps, Statistics",PhD,5,consulting,2024-10-22,2024-11-24,926,6.1,Deeptech Ventures
AI08245,head of ai,185409,USD,EX,FT,Denmark,M,Denmark,50,"Data Visualization, Computer Vision, SQL, Git",Bachelor,14,finance,2024-02-17,2024-03-31,2072,8.9,Cloud Ai Solutions
AI08246,ai product manager,70025,USD,EN,FL,Australia,L,Denmark,0,"Data Visualization, Computer Vision, Docker, NLP",Associate,1,telecommunications,2024-03-27,2024-05-27,531,7.9,Advanced Robotics
AI08247,ai software engineer,119389,USD,SE,FT,Sweden,M,Sweden,100,"Spark, Hadoop, Data Visualization, Scala, AWS",Associate,6,retail,2024-07-23,2024-08-29,2119,5.6,Ai Innovations
AI08248,principal data scientist,82763,USD,EN,FL,Switzerland,M,Switzerland,0,"Spark, Data Visualization, Scala",Associate,1,manufacturing,2025-04-15,2025-05-07,1534,6.9,Quantum Computing Inc
AI08249,ai research scientist,111829,USD,SE,FT,United States,S,United States,0,"Python, Git, Mathematics, TensorFlow",Associate,8,retail,2024-07-15,2024-09-11,2471,8.5,Advanced Robotics
AI08250,research scientist,115732,EUR,MI,CT,France,L,Japan,50,"Computer Vision, Git, R, Deep Learning, AWS",Associate,2,real estate,2025-03-15,2025-05-04,844,9.1,Cognitive Computing
AI08251,ai product manager,129722,USD,MI,CT,Norway,M,Norway,100,"NLP, Scala, MLOps",Bachelor,4,automotive,2024-12-31,2025-02-23,1384,9.1,Cognitive Computing
AI08252,head of ai,67253,USD,MI,FL,Japan,M,Austria,0,"R, Python, AWS, Hadoop, Statistics",Associate,2,gaming,2024-01-24,2024-03-17,1221,7.6,Advanced Robotics
AI08253,ai specialist,97424,USD,EX,CT,Finland,S,Finland,50,"Scala, Python, Tableau, GCP",Master,11,transportation,2025-04-21,2025-06-08,608,9.2,Deeptech Ventures
AI08254,autonomous systems engineer,65241,EUR,EN,FL,Netherlands,S,Netherlands,50,"Python, Tableau, Azure, Kubernetes, NLP",Master,0,energy,2024-04-17,2024-05-14,1050,8.6,Autonomous Tech
AI08255,ai architect,77732,USD,SE,CT,China,S,Ireland,50,"TensorFlow, NLP, AWS, MLOps",Bachelor,5,transportation,2024-04-01,2024-05-20,1549,7.3,Predictive Systems
AI08256,ai consultant,54909,USD,EN,FT,Israel,M,United States,0,"Data Visualization, Deep Learning, Statistics, Kubernetes, Hadoop",Master,0,government,2024-10-17,2024-12-19,659,9.7,Cloud Ai Solutions
AI08257,ai consultant,106170,EUR,MI,CT,Germany,M,Germany,100,"Kubernetes, Docker, Statistics, PyTorch, NLP",Bachelor,2,gaming,2025-01-21,2025-04-03,1911,8.6,Ai Innovations
AI08258,ai research scientist,69423,USD,MI,FL,China,S,China,100,"Java, Spark, Tableau, Scala, AWS",Associate,3,media,2024-11-24,2025-01-30,1309,5.1,Cognitive Computing
AI08259,machine learning engineer,235669,USD,EX,CT,Denmark,S,Ireland,0,"Kubernetes, Scala, Java, R, GCP",Bachelor,12,energy,2025-03-28,2025-06-06,2345,6.3,Cloud Ai Solutions
AI08260,data scientist,87896,USD,SE,FT,Japan,M,Japan,0,"Scala, Azure, Computer Vision, Java",Associate,6,technology,2024-01-27,2024-02-12,2303,9.9,Machine Intelligence Group
AI08261,machine learning engineer,79361,USD,SE,PT,Ireland,S,India,0,"SQL, NLP, MLOps, PyTorch, Computer Vision",Bachelor,5,government,2025-04-27,2025-06-25,979,8.0,Machine Intelligence Group
AI08262,machine learning researcher,75175,EUR,EN,CT,Netherlands,M,Netherlands,100,"Data Visualization, Python, Spark, Hadoop, TensorFlow",PhD,1,government,2024-01-11,2024-03-21,2271,5.2,Advanced Robotics
AI08263,deep learning engineer,54362,GBP,EN,FT,United Kingdom,S,United Kingdom,0,"PyTorch, Java, Python, SQL",PhD,1,education,2024-05-05,2024-06-26,1583,6.2,Autonomous Tech
AI08264,research scientist,77319,USD,SE,CT,South Korea,S,South Korea,100,"GCP, Hadoop, Mathematics",Associate,5,transportation,2024-03-10,2024-05-02,1603,9.7,Future Systems
AI08265,research scientist,98805,USD,SE,PT,India,M,India,100,"Azure, Kubernetes, Deep Learning, Linux, TensorFlow",PhD,6,government,2024-05-16,2024-06-17,908,9.9,Future Systems
AI08266,computer vision engineer,152248,USD,SE,PT,Canada,L,Canada,50,"Data Visualization, Docker, Python, Git",Associate,9,retail,2025-02-14,2025-03-27,1573,5.8,Machine Intelligence Group
AI08267,data analyst,164201,USD,SE,CT,Norway,L,Norway,50,"Data Visualization, Spark, AWS, Deep Learning, SQL",PhD,8,media,2025-02-10,2025-04-20,2497,8.8,Cloud Ai Solutions
AI08268,nlp engineer,60519,USD,EN,FT,Denmark,S,Denmark,100,"Python, TensorFlow, Tableau",Master,0,transportation,2024-01-19,2024-02-24,876,5.4,Cloud Ai Solutions
AI08269,ai specialist,236953,USD,EX,FL,Canada,L,United Kingdom,0,"Docker, TensorFlow, NLP",Associate,19,healthcare,2025-01-12,2025-02-06,543,8.4,Cloud Ai Solutions
AI08270,ai product manager,226237,USD,EX,CT,United States,L,Israel,50,"Git, Linux, Python, Java",Associate,17,media,2025-01-20,2025-02-03,1168,9.4,Digital Transformation Llc
AI08271,ai research scientist,58345,USD,MI,FT,Japan,S,Germany,0,"Git, PyTorch, Computer Vision, R, Spark",Master,2,real estate,2024-11-20,2025-01-19,1893,9.6,Quantum Computing Inc
AI08272,data scientist,206671,USD,SE,FT,United States,L,United States,0,"GCP, Java, Deep Learning, Python",Bachelor,8,media,2024-03-02,2024-04-10,2115,5.4,Techcorp Inc
AI08273,machine learning researcher,73212,USD,MI,FT,South Korea,L,South Korea,50,"Git, SQL, Mathematics, Tableau, MLOps",Master,4,manufacturing,2024-02-21,2024-03-19,925,6.7,Algorithmic Solutions
AI08274,machine learning researcher,205397,USD,EX,FT,Norway,L,Norway,0,"Kubernetes, Scala, Java",Associate,15,media,2024-05-21,2024-06-28,2329,9.5,Machine Intelligence Group
AI08275,research scientist,69729,GBP,EN,CT,United Kingdom,M,United Kingdom,0,"Computer Vision, SQL, TensorFlow",Bachelor,0,energy,2025-02-20,2025-04-30,1256,5.8,Algorithmic Solutions
AI08276,ai specialist,59225,USD,MI,FT,Austria,M,Austria,0,"Azure, Python, Mathematics, Spark, GCP",Bachelor,2,retail,2024-02-29,2024-05-10,1807,6.4,Cloud Ai Solutions
AI08277,data scientist,158705,USD,EX,PT,Israel,S,Israel,100,"MLOps, Python, Scala",Master,13,automotive,2025-04-30,2025-06-22,2206,9.1,Algorithmic Solutions
AI08278,ai architect,89764,EUR,MI,CT,Netherlands,S,Netherlands,0,"AWS, Statistics, Docker, Deep Learning",Bachelor,2,real estate,2024-12-05,2025-01-09,741,9.6,Neural Networks Co
AI08279,ai specialist,109598,USD,MI,PT,Norway,L,Norway,100,"R, PyTorch, GCP, Scala, Java",PhD,2,retail,2024-11-23,2025-02-03,1852,8.4,Datavision Ltd
AI08280,nlp engineer,55031,USD,MI,FT,Israel,S,Israel,50,"Hadoop, Linux, Statistics, AWS",Bachelor,2,media,2024-09-04,2024-11-08,1635,8.9,Quantum Computing Inc
